"동별","연령별","항목","단위","2024. 4/4","2025. 1/4",
"이화동","85~89세","계","","129","127",
"이화동","85~89세","한국인","","129","127",
"이화동","85~89세","등록외국인","","-","-",
"이화동","90~94세","계","","44","44",
"이화동","90~94세","한국인","","44","44",
"이화동","90~94세","등록외국인","","-","-",
"이화동","95~99세","계","","10","10",
"이화동","95~99세","한국인","","10","10",
"이화동","95~99세","등록외국인","","-","-",
"이화동","100세 이상","계","","-","-",
"이화동","100세 이상","한국인","","-","-",
"이화동","100세 이상","등록외국인","","-","-",
"창신1동","합계","계","","5423","5440",
"창신1동","합계","한국인","","4495","4488",
"창신1동","합계","등록외국인","","928","952",
"창신1동","0~4세","계","","58","63",
"창신1동","0~4세","한국인","","51","58",
"창신1동","0~4세","등록외국인","","7","5",
"창신1동","5~9세","계","","61","58",
"창신1동","5~9세","한국인","","49","43",
"창신1동","5~9세","등록외국인","","12","15",
"창신1동","10~14세","계","","78","75",
"창신1동","10~14세","한국인","","71","70",
"창신1동","10~14세","등록외국인","","7","5",
"창신1동","15~19세","계","","135","100",
"창신1동","15~19세","한국인","","90","82",
"창신1동","15~19세","등록외국인","","45","18",
"창신1동","20~24세","계","","490","499",
"창신1동","20~24세","한국인","","202","204",
"창신1동","20~24세","등록외국인","","288","295",
"창신1동","25~29세","계","","563","571",
"창신1동","25~29세","한국인","","358","349",
"창신1동","25~29세","등록외국인","","205","222",
"창신1동","30~34세","계","","440","453",
"창신1동","30~34세","한국인","","363","365",
"창신1동","30~34세","등록외국인","","77","88",
"창신1동","35~39세","계","","292","292",
"창신1동","35~39세","한국인","","238","235",
"창신1동","35~39세","등록외국인","","54","57",
"창신1동","40~44세","계","","273","274",
"창신1동","40~44세","한국인","","226","224",
"창신1동","40~44세","등록외국인","","47","50",
"창신1동","45~49세","계","","265","267",
"창신1동","45~49세","한국인","","230","228",
"창신1동","45~49세","등록외국인","","35","39",
"창신1동","50~54세","계","","386","377",
"창신1동","50~54세","한국인","","340","337",
"창신1동","50~54세","등록외국인","","46","40",
"창신1동","55~59세","계","","515","500",
"창신1동","55~59세","한국인","","462","444",
"창신1동","55~59세","등록외국인","","53","56",
"창신1동","60~64세","계","","565","573",
"창신1동","60~64세","한국인","","531","535",
"창신1동","60~64세","등록외국인","","34","38",
"창신1동","65~69세","계","","502","512",
"창신1동","65~69세","한국인","","491","496",
"창신1동","65~69세","등록외국인","","11","16",
"창신1동","70~74세","계","","299","311",
"창신1동","70~74세","한국인","","294","305",
"창신1동","70~74세","등록외국인","","5","6",
"창신1동","75~79세","계","","218","226",
"창신1동","75~79세","한국인","","217","225",
"창신1동","75~79세","등록외국인","","1","1",
"창신1동","80~84세","계","","153","156",
"창신1동","80~84세","한국인","","153","156",
"창신1동","80~84세","등록외국인","","-","-",
"창신1동","85~89세","계","","100","102",
"창신1동","85~89세","한국인","","100","102",
"창신1동","85~89세","등록외국인","","-","-",
"창신1동","90~94세","계","","27","29",
"창신1동","90~94세","한국인","","26","28",
"창신1동","90~94세","등록외국인","","1","1",
"창신1동","95~99세","계","","3","2",
"창신1동","95~99세","한국인","","3","2",
"창신1동","95~99세","등록외국인","","-","-",
"창신1동","100세 이상","계","","-","-",
"창신1동","100세 이상","한국인","","-","-",
"창신1동","100세 이상","등록외국인","","-","-",
"창신2동","합계","계","","8574","8538",
"창신2동","합계","한국인","","7333","7278",
"창신2동","합계","등록외국인","","1241","1260",
"창신2동","0~4세","계","","90","89",
"창신2동","0~4세","한국인","","68","71",
"창신2동","0~4세","등록외국인","","22","18",
"창신2동","5~9세","계","","93","87",
"창신2동","5~9세","한국인","","79","71",
"창신2동","5~9세","등록외국인","","14","16",
"창신2동","10~14세","계","","134","126",
"창신2동","10~14세","한국인","","129","120",
"창신2동","10~14세","등록외국인","","5","6",
"창신2동","15~19세","계","","227","193",
"창신2동","15~19세","한국인","","182","175",
"창신2동","15~19세","등록외국인","","45","18",
"창신2동","20~24세","계","","727","687",
"창신2동","20~24세","한국인","","330","316",
"창신2동","20~24세","등록외국인","","397","371",
"창신2동","25~29세","계","","817","819",
"창신2동","25~29세","한국인","","547","521",
"창신2동","25~29세","등록외국인","","270","298",
"창신2동","30~34세","계","","640","656",
"창신2동","30~34세","한국인","","527","526",
"창신2동","30~34세","등록외국인","","113","130",
"창신2동","35~39세","계","","453","456",
"창신2동","35~39세","한국인","","376","376",
"창신2동","35~39세","등록외국인","","77","80",
"창신2동","40~44세","계","","403","415",
"창신2동","40~44세","한국인","","341","346",
"창신2동","40~44세","등록외국인","","62","69",
"창신2동","45~49세","계","","440","434",
"창신2동","45~49세","한국인","","400","387",
"창신2동","45~49세","등록외국인","","40","47",
"창신2동","50~54세","계","","769","766",
"창신2동","50~54세","한국인","","716","714",
"창신2동","50~54세","등록외국인","","53","52",
"창신2동","55~59세","계","","917","911",
"창신2동","55~59세","한국인","","849","844",
"창신2동","55~59세","등록외국인","","68","67",
"창신2동","60~64세","계","","894","885",
"창신2동","60~64세","한국인","","864","848",
"창신2동","60~64세","등록외국인","","30","37",
"창신2동","65~69세","계","","718","729",
"창신2동","65~69세","한국인","","693","701",
"창신2동","65~69세","등록외국인","","25","28",
"창신2동","70~74세","계","","450","467",
"창신2동","70~74세","한국인","","442","458",
"창신2동","70~74세","등록외국인","","8","9",
"창신2동","75~79세","계","","340","352",
"창신2동","75~79세","한국인","","333","344",
"창신2동","75~79세","등록외국인","","7","8",
"창신2동","80~84세","계","","280","278",
"창신2동","80~84세","한국인","","277","274",
"창신2동","80~84세","등록외국인","","3","4",
"창신2동","85~89세","계","","130","131",
"창신2동","85~89세","한국인","","128","129",
"창신2동","85~89세","등록외국인","","2","2",
"창신2동","90~94세","계","","41","47",
"창신2동","90~94세","한국인","","41","47",
"창신2동","90~94세","등록외국인","","-","-",
"창신2동","95~99세","계","","11","10",
"창신2동","95~99세","한국인","","11","10",
"창신2동","95~99세","등록외국인","","-","-",
"창신2동","100세 이상","계","","-","-",
"창신2동","100세 이상","한국인","","-","-",
"창신2동","100세 이상","등록외국인","","-","-",
"창신3동","합계","계","","6446","6425",
"창신3동","합계","한국인","","6231","6205",
"창신3동","합계","등록외국인","","215","220",
"창신3동","0~4세","계","","138","125",
"창신3동","0~4세","한국인","","135","123",
"창신3동","0~4세","등록외국인","","3","2",
"창신3동","5~9세","계","","142","146",
"창신3동","5~9세","한국인","","135","141",
"창신3동","5~9세","등록외국인","","7","5",
"창신3동","10~14세","계","","180","175",
"창신3동","10~14세","한국인","","174","169",
"창신3동","10~14세","등록외국인","","6","6",
"창신3동","15~19세","계","","227","229",
"창신3동","15~19세","한국인","","221","224",
"창신3동","15~19세","등록외국인","","6","5",
"창신3동","20~24세","계","","378","370",
"창신3동","20~24세","한국인","","314","301",
"창신3동","20~24세","등록외국인","","64","69",
"창신3동","25~29세","계","","493","479",
"창신3동","25~29세","한국인","","447","435",
"창신3동","25~29세","등록외국인","","46","44",
"창신3동","30~34세","계","","537","526",
"창신3동","30~34세","한국인","","518","505",
"창신3동","30~34세","등록외국인","","19","21",
"창신3동","35~39세","계","","407","423",
"창신3동","35~39세","한국인","","393","407",
"창신3동","35~39세","등록외국인","","14","16",
"창신3동","40~44세","계","","420","413",
"창신3동","40~44세","한국인","","402","397",
"창신3동","40~44세","등록외국인","","18","16",
"창신3동","45~49세","계","","390","389",
"창신3동","45~49세","한국인","","379","376",
"창신3동","45~49세","등록외국인","","11","13",
"창신3동","50~54세","계","","534","530",
"창신3동","50~54세","한국인","","523","520",
"창신3동","50~54세","등록외국인","","11","10",
"창신3동","55~59세","계","","603","606",
"창신3동","55~59세","한국인","","600","601",
"창신3동","55~59세","등록외국인","","3","5",
"창신3동","60~64세","계","","602","598",
"창신3동","60~64세","한국인","","600","595",
"창신3동","60~64세","등록외국인","","2","3",
"창신3동","65~69세","계","","503","511",
"창신3동","65~69세","한국인","","501","510",
"창신3동","65~69세","등록외국인","","2","1",
"창신3동","70~74세","계","","317","327",
"창신3동","70~74세","한국인","","316","325",
"창신3동","70~74세","등록외국인","","1","2",
"창신3동","75~79세","계","","239","235",
"창신3동","75~79세","한국인","","238","234",
"창신3동","75~79세","등록외국인","","1","1",
"창신3동","80~84세","계","","193","196",
"창신3동","80~84세","한국인","","193","196",
"창신3동","80~84세","등록외국인","","-","-",
"창신3동","85~89세","계","","96","97",
"창신3동","85~89세","한국인","","95","96",
"창신3동","85~89세","등록외국인","","1","1",
"창신3동","90~94세","계","","38","38",
"창신3동","90~94세","한국인","","38","38",
"창신3동","90~94세","등록외국인","","-","-",
"창신3동","95~99세","계","","8","11",
"창신3동","95~99세","한국인","","8","11",
"창신3동","95~99세","등록외국인","","-","-",
"창신3동","100세 이상","계","","1","1",
"창신3동","100세 이상","한국인","","1","1",
"창신3동","100세 이상","등록외국인","","-","-",
"숭인1동","합계","계","","6075","6090",
"숭인1동","합계","한국인","","5728","5738",
"숭인1동","합계","등록외국인","","347","352",
"숭인1동","0~4세","계","","83","81",
"숭인1동","0~4세","한국인","","76","76",
"숭인1동","0~4세","등록외국인","","7","5",
"숭인1동","5~9세","계","","95","93",
"숭인1동","5~9세","한국인","","91","88",
"숭인1동","5~9세","등록외국인","","4","5",
"숭인1동","10~14세","계","","161","159",
"숭인1동","10~14세","한국인","","157","155",
"숭인1동","10~14세","등록외국인","","4","4",
"숭인1동","15~19세","계","","182","176",
"숭인1동","15~19세","한국인","","170","171",
"숭인1동","15~19세","등록외국인","","12","5",
"숭인1동","20~24세","계","","346","340",
"숭인1동","20~24세","한국인","","280","274",
"숭인1동","20~24세","등록외국인","","66","66",
"숭인1동","25~29세","계","","499","493",
"숭인1동","25~29세","한국인","","431","425",
"숭인1동","25~29세","등록외국인","","68","68",
